"entropy","gray level threshold","no of black pixels","no of interior contours","no of exterior contours","no vertical slope components","no horizontal slope components","no positive slope components","no negative slope components","slant","height","class"
0.033744,5,81,17,3,0.050217,0.037856,0.000261,0.0121,0.005835,7,0
0.123167,3,1878,9,4,0.012431,0.010604,0.00071,0.001118,0.023927,2,0
0.114206,2,96,13,6,0.016628,0.026431,0.006338,0.003465,0.04388,15,0
0.050072,44,52659,7092,506,0.026529,0.037167,0.075486,0.139182,0.368906,170,0
0.031914,3,993,15,2,0.014929,0.002928,0.030288,0.012431,0.041132,35,0
0.095043,2,1512,7,6,0.009085,0.016164,0.050791,0.025542,0.067758,30,0
0.156545,50,43542,3429,1777,0.003028,0.032751,0.106422,0.142201,0.384886,80,0
0.001191,1,987,22,2,0.017083,0.004399,0.038907,0.017425,0.023982,44,0
0.008384,6,1125,39,5,0.012513,0.021676,0.032833,0.001356,0.002437,19,0
0.042061,2,846,41,6,0.024589,0.002937,0.013812,0.00784,0.022125,30,0
0.044174,3,579,31,5,0.018809,0.00633,0.031369,0.00623,0.005433,44,0
0.03985,5,183,24,7,0.012911,0.018503,0.052346,0.020932,0.067521,43,0
0.053858,48,63681,5492,2215,0.017203,0.02997,0.097289,0.144462,0.382169,115,0
0.028214,1,963,15,3,0.00635,0.028215,0.029826,0.007961,0.01051,22,0
0.031296,3,441,25,5,0.03126,0.010898,0.014755,0.005607,0.00919,4,0
0.016397,1,1011,32,6,0.051151,0.01502,0.040614,0.004482,0.034428,38,0
0.012601,7,2706,23,2,0.048633,0.025274,0.038634,0.015276,0.040387,7,0
0.061732,2,69,33,5,0.038904,0.002028,0.036599,0.000277,0.024735,37,0
0.096873,2,732,40,5,0.055918,0.026512,0.019537,0.009869,0.001225,38,0
0.060038,0,2691,32,6,0.018132,0.00074,0.019986,0.001113,0.019317,33,0
0.051077,1,909,36,8,0.010927,0.037775,0.025614,0.001234,0.03927,46,0
0.113201,47,53472,7069,508,0.020828,0.025823,0.094762,0.141413,0.373516,139,0
0.063129,5,519,8,4,0.005844,0.013236,0.020503,0.013111,0.026626,5,0
0.124631,53,42549,3444,1775,0.017957,0.035679,0.076134,0.12977,0.343754,115,0
0.033105,2,6,7,0,0.002154,0.001471,0.008619,0.004994,0.01715,9,0
0.02353,9,132,24,3,0.002416,0.018748,0.002545,0.013787,0.043569,54,0
0.010147,5,147,26,4,0.00966,0.005865,0.016476,0.020271,0.063257,5,0
0.01226,6,414,16,3,0.00388,0.003402,0.001081,0.006201,0.035699,9,0
0.071764,2,1176,9,5,0.002018,0.015575,0.022058,0.008501,0.026389,78,0
0.085772,51,62688,5507,2213,0.032132,0.032898,0.067001,0.132031,0.341037,150,0
0.0037,4,30,0,1,0.021279,0.025287,0.000462,0.00447,0.030622,57,0
0.000618,0,552,10,3,0.016331,0.013826,0.015533,0.018038,0.050322,39,0
0.048311,2,18,17,4,0.036222,0.017948,0.010326,0.007949,0.006704,3,0
0.044515,10,1713,8,0,0.033704,0.028202,0.008346,0.002845,0.000745,42,0
0.029818,5,1062,18,3,0.023975,0.004956,0.006311,0.012708,0.016397,2,0
0.128787,1,261,25,3,0.040989,0.02944,0.010751,0.0223,0.042357,3,0
0.028124,3,1698,17,4,0.003203,0.002188,0.010302,0.011318,0.060449,2,0
0.019163,4,84,21,6,0.025856,0.034847,0.004674,0.013665,0.080402,11,0
0.145115,50,52479,7084,506,0.035757,0.028751,0.064474,0.128982,0.332384,174,0
0.061502,48,42030,3436,1771,0.012113,0.048915,0.055631,0.116659,0.317128,110,0
0.096234,3,525,15,4,0.007998,0.011765,0.011884,0.008117,0.043776,14,0
0.086659,4,387,32,1,0.003428,0.005512,0.017958,0.026898,0.070195,49,0
0.052982,0,666,34,0,0.015504,0.019101,0.036979,0.033382,0.089883,0,0
0.050869,1,933,24,1,0.009724,0.009834,0.019422,0.019312,0.062325,14,0
0.134893,7,1695,17,1,0.003826,0.002339,0.001555,0.00461,0.000237,73,0
0.148901,46,62169,5499,2209,0.026288,0.046134,0.046498,0.11892,0.314411,145,0
0.066829,1,549,8,3,0.015435,0.012051,0.020965,0.017581,0.057248,52,0
0.063747,5,1071,18,1,0.022175,0.027062,0.036036,0.031149,0.076948,34,0
0.11144,3,501,25,0,0.042066,0.031184,0.010177,0.02106,0.03333,8,0
0.107644,5,1194,16,4,0.039548,0.041438,0.012157,0.010266,0.027371,37,0
0.033311,0,1581,26,1,0.029819,0.018192,0.014192,0.025819,0.043023,7,0
0.191916,4,780,33,1,0.046833,0.042676,0.031254,0.035411,0.068983,8,0
0.035005,2,1179,25,0,0.009047,0.015424,0.030805,0.024429,0.087075,3,0
0.043966,1,603,29,2,0.020012,0.021611,0.025177,0.026776,0.107028,16,0
0.208244,45,51960,7076,502,0.029913,0.041987,0.043971,0.115871,0.305758,169,0
0.157736,51,42555,3451,1775,0.020111,0.03715,0.067515,0.124776,0.360904,124,0
0.148161,44,42417,3468,1772,0.015541,0.054427,0.073589,0.143557,0.387323,61,0
0.114484,48,42696,3470,1771,0.027617,0.029814,0.09261,0.150041,0.407011,110,0
0.112371,47,42963,3460,1772,0.021837,0.039081,0.075053,0.135971,0.379453,124,0
0.196395,55,43725,3453,1770,0.015939,0.051254,0.054076,0.121269,0.317365,37,0
0.210403,2,20139,2063,438,0.014175,0.002781,0.009133,0.002261,0.002717,35,0
0.128331,49,42579,3444,1774,0.003322,0.060966,0.076596,0.13424,0.374376,58,0
0.125249,53,43101,3454,1772,0.034288,0.021853,0.091667,0.147808,0.394076,76,0
0.172942,51,42531,3461,1771,0.054179,0.017731,0.065808,0.137719,0.350458,118,0
0.169146,43,40836,3452,1775,0.051661,0.007477,0.067788,0.126925,0.344499,73,0
0.094813,48,43611,3462,1772,0.041932,0.030723,0.069823,0.142478,0.360151,117,0
0.253418,52,42810,3469,1772,0.058946,0.006239,0.086885,0.15207,0.386111,118,0
0.096507,50,40851,3461,1771,0.02116,0.033491,0.086436,0.141088,0.404203,113,0
0.105468,49,42633,3465,1769,0.007899,0.070526,0.080808,0.143435,0.424156,126,0
0.269746,3,9930,3640,1269,0.0178,0.006928,0.01166,0.000788,0.01137,59,0
0.009575,7,138,17,3,0.00457,0.017277,0.006074,0.018781,0.026419,63,0
0.043252,3,141,19,4,0.007506,0.007336,0.025095,0.025265,0.046107,14,0
0.045365,4,408,9,3,0.001726,0.001931,0.007538,0.011195,0.018549,0,0
0.038659,4,1170,2,5,0.004172,0.014104,0.013439,0.003507,0.043539,87,0
0.052667,49,62694,5514,2213,0.034286,0.034369,0.058382,0.127037,0.358187,159,0
0.029405,2,24,7,1,0.023433,0.023816,0.009081,0.009464,0.013472,66,0
0.032487,2,546,3,3,0.014177,0.015297,0.024152,0.023032,0.033172,48,0
0.015206,0,24,10,4,0.034068,0.019419,0.001707,0.012943,0.010446,6,0
0.01141,8,1719,1,0,0.03155,0.029673,0.000273,0.002149,0.016405,51,0
0.062923,3,1056,11,3,0.021821,0.006427,0.002308,0.017702,0.000753,7,0
0.095682,1,255,18,3,0.038835,0.030911,0.01937,0.027294,0.025207,6,0
0.061229,1,1704,10,4,0.001049,0.003659,0.018921,0.016312,0.043299,11,0
0.052268,2,78,14,6,0.02801,0.033376,0.013293,0.018659,0.063252,2,0
0.11201,48,52485,7091,506,0.037911,0.030222,0.055855,0.123988,0.349534,183,0
0.033677,4,279,2,1,0.012076,0.024613,0.019021,0.006484,0.019688,49,0
0.03579,3,546,8,0,0.006296,0.015346,0.001464,0.007586,0.00787,63,0
0.048234,11,1308,15,2,0.000398,0.003173,0.019513,0.022288,0.069958,24,0
0.062242,42,62556,5531,2210,0.029716,0.051646,0.064456,0.145818,0.384606,96,0
0.01983,5,162,24,2,0.018863,0.006539,0.003007,0.009317,0.012947,3,0
0.022912,9,684,14,0,0.018747,0.032574,0.018078,0.004251,0.006753,15,0
0.024781,7,114,7,1,0.038638,0.036696,0.007781,0.005838,0.036865,57,0
0.020985,1,1581,16,3,0.03612,0.04695,0.005801,0.016632,0.042824,12,0
0.053348,4,1194,6,0,0.026391,0.023704,0.003766,0.001079,0.027172,56,0
0.105257,8,393,1,0,0.043405,0.048188,0.013296,0.008513,0.001212,57,0
0.051654,6,1566,7,1,0.005619,0.020936,0.012847,0.002469,0.01688,52,0
0.042693,5,216,3,3,0.02344,0.016099,0.007219,0.000122,0.036833,65,0
0.121585,41,52347,7108,503,0.033341,0.047499,0.061929,0.142769,0.375953,120,0
0.002113,1,267,10,1,0.00578,0.009267,0.017557,0.01407,0.027558,14,0
0.081911,7,1029,17,1,0.011678,0.02144,0.038534,0.028772,0.089646,73,0
0.095919,46,62835,5533,2209,0.041792,0.027033,0.083477,0.152302,0.404294,145,0
0.013847,1,117,26,3,0.030939,0.031152,0.016014,0.015801,0.032635,52,0
0.010765,5,405,16,1,0.006671,0.007961,0.000943,0.002233,0.012935,34,0
0.058458,3,165,9,0,0.026562,0.012083,0.026802,0.012322,0.056553,8,0
0.054662,5,1860,18,4,0.024044,0.022337,0.024822,0.023116,0.062512,37,0
0.019671,0,915,8,1,0.014315,0.000909,0.022787,0.007563,0.04686,7,0
0.138934,4,114,1,1,0.031329,0.023575,0.005725,0.002029,0.0209,8,0
0.017977,2,1845,9,0,0.006457,0.003677,0.006174,0.008953,0.002808,3,0
0.009016,1,63,5,2,0.035516,0.040712,0.011802,0.006606,0.017145,16,0
0.155262,45,52626,7110,502,0.045417,0.022886,0.08095,0.149253,0.395641,169,0
0.084024,8,762,7,2,0.005898,0.012173,0.020977,0.014702,0.062088,87,0
0.098032,45,63102,5523,2210,0.036012,0.0363,0.06592,0.138232,0.376736,159,0
0.01596,2,384,16,2,0.025159,0.021885,0.001543,0.001731,0.005077,66,0
0.012878,6,138,6,0,0.012451,0.017228,0.016614,0.011837,0.014623,48,0
0.060571,4,432,1,1,0.032342,0.02135,0.009245,0.001748,0.028995,6,0
0.056775,4,2127,8,3,0.029824,0.031604,0.007265,0.009046,0.034954,51,0
0.017558,1,648,2,0,0.020095,0.008358,0.00523,0.006507,0.019302,7,0
0.141047,5,153,9,0,0.037109,0.032842,0.011832,0.016099,0.006658,6,0
0.015864,3,2112,1,1,0.000677,0.00559,0.011383,0.005117,0.02475,11,0
0.006903,2,330,5,3,0.029736,0.031445,0.005755,0.007464,0.044703,2,0
0.157375,44,52893,7100,503,0.039637,0.032153,0.063393,0.135183,0.368083,183,0
0.014008,53,63864,5516,2208,0.030114,0.048473,0.044943,0.12353,0.314648,72,0
0.068064,6,1146,9,4,0.019261,0.009712,0.02252,0.012971,0.057011,21,0
0.071146,2,624,1,2,0.018349,0.029401,0.037591,0.026539,0.076711,39,0
0.023453,4,1194,8,1,0.03824,0.033523,0.011732,0.01645,0.033093,81,0
0.027249,12,2889,1,5,0.035722,0.043777,0.013712,0.005656,0.027134,36,0
0.101582,7,114,9,2,0.025993,0.020531,0.015747,0.021209,0.042786,80,0
0.057023,3,915,16,2,0.043007,0.045015,0.032809,0.030801,0.068746,81,0
0.099888,5,2874,8,1,0.005221,0.017763,0.03236,0.019819,0.086838,76,0
0.090927,6,1092,12,1,0.023838,0.019272,0.026732,0.022166,0.106791,89,0
0.073351,52,53655,7093,501,0.033739,0.044326,0.042416,0.120481,0.305995,96,0
0.082072,47,62718,5507,2212,0.010853,0.058185,0.067463,0.136501,0.371659,93,0
0.085154,51,63240,5517,2210,0.048463,0.019072,0.082534,0.150069,0.391359,111,0
0.037461,49,62670,5524,2209,0.068354,0.01495,0.056675,0.13998,0.347741,153,0
0.041257,41,60975,5515,2213,0.065836,0.004696,0.058655,0.129186,0.341782,108,0
0.11559,46,63750,5525,2210,0.056107,0.027942,0.06069,0.144739,0.357434,152,0
0.043015,50,62949,5532,2210,0.073121,0.003458,0.077752,0.154331,0.383394,153,0
0.113896,48,60990,5524,2209,0.035335,0.03071,0.077303,0.143349,0.401486,148,0
0.104935,47,62772,5528,2207,0.006276,0.067745,0.071675,0.145696,0.421439,161,0
0.059343,1,10209,1577,1707,0.003625,0.004147,0.002527,0.003049,0.008653,24,0
0.003082,4,522,10,2,0.03761,0.039113,0.015071,0.013568,0.0197,18,0
0.044611,2,48,17,3,0.057501,0.043235,0.010788,0.003479,0.023918,60,0
0.040815,6,1743,8,1,0.054983,0.053489,0.008808,0.007315,0.029877,15,0
0.033518,1,1032,18,2,0.045254,0.030243,0.006773,0.008238,0.014225,59,0
0.125087,3,231,25,2,0.062268,0.054727,0.010289,0.01783,0.011735,60,0
0.031824,1,1728,17,3,0.024482,0.027475,0.00984,0.006848,0.029827,55,0
0.022863,0,54,21,5,0.004577,0.00956,0.004212,0.009195,0.04978,68,0
0.141415,46,52509,7084,505,0.014478,0.054038,0.064936,0.133452,0.363006,117,0
0.047693,2,570,7,1,0.019891,0.004122,0.025859,0.010089,0.043618,42,0
0.043897,10,2265,2,3,0.017373,0.014376,0.023879,0.020883,0.049577,3,0
0.030436,5,510,8,0,0.007644,0.00887,0.021844,0.00533,0.033925,41,0
0.128169,1,291,15,0,0.024658,0.015614,0.004782,0.004262,0.007965,42,0
0.028742,3,2250,7,1,0.013128,0.011638,0.005231,0.00672,0.010127,37,0
0.019781,4,468,11,3,0.042187,0.048673,0.010859,0.004373,0.03008,50,0
0.144497,50,53031,7094,503,0.052088,0.014925,0.080007,0.14702,0.382706,135,0
0.003796,8,1695,9,4,0.002518,0.010254,0.00198,0.010794,0.005959,45,0
0.078129,3,1080,1,1,0.012247,0.012992,0.004015,0.004759,0.009693,1,0
0.080476,1,279,8,1,0.004767,0.011492,0.021077,0.014351,0.035653,0,0
0.076435,1,1680,0,0,0.033019,0.01576,0.020628,0.003369,0.053745,5,0
0.067474,2,102,4,2,0.062078,0.052795,0.015,0.005716,0.073698,8,0
0.096804,48,52461,7101,502,0.071979,0.010803,0.054148,0.136931,0.339088,177,0
0.074333,5,2775,10,3,0.009729,0.023246,0.002035,0.015553,0.015652,44,0
0.084272,9,1974,17,3,0.007285,0.001238,0.019097,0.025145,0.041612,45,0
0.072639,7,15,9,4,0.030501,0.026014,0.018648,0.014163,0.059704,40,0
0.063678,6,1797,13,6,0.05956,0.063049,0.01302,0.01651,0.079657,53,0
0.1006,40,50766,7092,506,0.069461,0.000549,0.056128,0.126137,0.333129,132,0
0.158605,4,801,7,0,0.017014,0.024484,0.017062,0.009592,0.02596,1,0
0.001694,2,2760,1,1,0.020772,0.002768,0.016613,0.00139,0.044052,4,0
0.010655,1,978,3,3,0.049831,0.039803,0.010985,0.000957,0.064005,9,0
0.174933,45,53541,7102,503,0.059732,0.023795,0.058163,0.14169,0.348781,176,0
0.156911,2,1959,8,1,0.037786,0.027252,0.000449,0.010982,0.018092,5,0
0.14795,3,177,4,3,0.066845,0.064287,0.006077,0.008635,0.038045,8,0
0.016328,49,52740,7109,503,0.076746,0.000689,0.075225,0.151282,0.374741,177,0
0.008961,1,1782,4,2,0.029059,0.037035,0.005628,0.002347,0.019953,13,0
0.173239,47,50781,7101,502,0.03896,0.026563,0.074776,0.1403,0.392833,172,0
0.164278,46,52563,7105,500,0.009901,0.063598,0.069148,0.142647,0.412786,185,0
0.022829,56,118905,11969,2718,0.04559,0.215289,0.069996,0.099703,0.119983,129,0
0.00398,4,1341,0,0,0.0121,0.026687,0.012246,0.002341,0.003202,18,0
0.035552,1,1500,4,0,0.002339,0.016568,0.020621,0.006392,0.037223,14,0
0.038062,55,144513,11782,4801,0.047396,0.215139,0.070456,0.097287,0.117085,195,0
0.013552,58,140799,12568,4130,0.049972,0.211556,0.066329,0.095255,0.117002,195,0
0.09547,53,109131,11740,3192,0.056962,0.211654,0.06365,0.091041,0.116915,190,0
0.02495,55,171111,13127,4785,0.048861,0.215577,0.069628,0.097087,0.116788,214,0
0.025272,58,115920,9614,5287,0.055279,0.20678,0.062301,0.089199,0.11613,184,0
0.026152,2,2784,2,6,0.013925,0.019932,0.009004,0.002998,0.008602,49,0
0.056919,55,139890,12005,4007,0.048694,0.216523,0.071324,0.096505,0.112153,166,0
0.003488,58,132771,13478,3666,0.050601,0.211579,0.063968,0.097009,0.122338,220,0
0.026914,10,72,1,6,0.015866,0.031172,0.019907,0.0046,0.040557,166,0
0.042849,53,122493,11826,4726,0.052016,0.206073,0.064252,0.089805,0.113928,213,0
0.028885,55,167136,13824,4596,0.046735,0.214305,0.068549,0.099021,0.119338,225,0
0.035627,6,528,2,0,0.02583,0.04519,0.024163,0.004803,0.040363,129,0
0.070883,53,109866,11613,4258,0.053298,0.207747,0.064331,0.090118,0.116825,207,0
0.048121,0,2259,1,4,0.003924,0.005576,0.008402,0.006751,0.042864,213,0
0.000135,56,161673,14929,3534,0.044093,0.218346,0.07175,0.102503,0.121767,214,0
0.004502,58,126387,12096,4716,0.051568,0.208354,0.063608,0.093179,0.118987,208,0
0.050435,0,1089,0,1,0.02441,0.04272,0.031681,0.013371,0.087129,20,0
0.026859,56,156114,14057,3790,0.046303,0.216931,0.071463,0.099165,0.119525,195,0
0.001391,5,468,2,2,0.00808,0.016992,0.02069,0.011779,0.10054,24,0
0.009471,54,102804,11523,5472,0.055416,0.210127,0.062172,0.092538,0.122231,207,0
0.018849,52,120246,11969,2718,0.03349,0.188602,0.05775,0.097362,0.123185,147,0
0.058381,55,117405,11973,2718,0.043251,0.198721,0.049375,0.106095,0.157206,143,0
0.015233,1,25608,187,2083,0.001806,0.00015,0.00046,0.002416,0.002898,66,0
0.009277,2,21894,599,1412,0.004382,0.003733,0.003667,0.004448,0.002981,66,0
0.118299,3,9774,229,474,0.011372,0.003635,0.006346,0.008662,0.003068,61,0
0.002121,1,52206,1158,2067,0.003271,0.000288,0.000368,0.002616,0.003195,85,0
0.002443,2,2985,2355,2569,0.009689,0.008509,0.007695,0.010504,0.003853,55,0
0.048981,54,116121,11967,2712,0.031665,0.195357,0.060992,0.102701,0.128585,80,0
0.03409,1,20985,36,1289,0.003104,0.001234,0.001328,0.003198,0.00783,37,0
0.019341,2,13866,1509,948,0.005011,0.00371,0.006028,0.002694,0.002355,91,0
0.004085,46,118977,11970,2712,0.029724,0.184117,0.050089,0.104303,0.16054,37,0
0.065678,3,3588,143,2008,0.006426,0.009216,0.005744,0.009898,0.006055,84,0
0.006056,1,48231,1855,1878,0.001145,0.000984,0.001447,0.000682,0.000645,96,0
0.012798,50,118377,11971,2718,0.01976,0.170099,0.045833,0.104506,0.160346,0,0
0.093712,3,9039,356,1540,0.007708,0.007542,0.005665,0.009585,0.003158,78,0
0.07095,56,116646,11970,2714,0.041666,0.209713,0.061594,0.106454,0.162847,84,0
0.022964,0,42768,2960,816,0.001497,0.003057,0.001754,0.0028,0.001784,85,0
0.018327,2,7482,127,1998,0.005978,0.006935,0.006388,0.006524,0.000996,79,0
0.073264,56,117816,11969,2719,0.02118,0.172569,0.038315,0.113074,0.207112,109,0
0.049688,0,37209,2088,1072,0.000713,0.001642,0.001467,0.000538,0.000458,66,0
0.021438,51,119373,11971,2720,0.03751,0.198297,0.049306,0.111482,0.220523,105,0
0.013358,2,16101,446,2754,0.009826,0.005162,0.007824,0.007165,0.002248,78,0
0.039532,3,2841,4,0,0.009761,0.010119,0.008375,0.008733,0.034021,4,0
0.034082,51,145854,11782,4801,0.035296,0.188452,0.05821,0.094946,0.120287,213,0
0.009572,54,142140,12568,4130,0.037872,0.184869,0.054083,0.092914,0.120204,213,0
0.09945,49,110472,11740,3192,0.044862,0.184967,0.051404,0.0887,0.120117,208,0
0.02097,51,172452,13127,4785,0.036761,0.18889,0.057382,0.094746,0.11999,232,0
0.021292,54,117261,9614,5287,0.043179,0.180093,0.050055,0.086858,0.119332,202,0
0.030132,2,4125,2,6,0.001825,0.006755,0.003242,0.005339,0.0054,67,0
0.052939,51,141231,12005,4007,0.036594,0.189836,0.059078,0.094164,0.115355,184,0
0.000492,54,134112,13478,3666,0.038501,0.184892,0.051722,0.094668,0.12554,238,0
0.022934,6,1269,1,6,0.003766,0.004485,0.007661,0.006941,0.037355,184,0
0.046829,49,123834,11826,4726,0.039916,0.179386,0.052006,0.087464,0.11713,231,0
0.024905,51,168477,13824,4596,0.034635,0.187618,0.056303,0.09668,0.12254,243,0
0.031647,2,1869,2,0,0.01373,0.018503,0.011917,0.007144,0.037161,147,0
0.074863,49,111207,11613,4258,0.041198,0.18106,0.052085,0.087777,0.120027,225,0
0.052101,4,3600,1,4,0.008176,0.021111,0.003844,0.009092,0.039662,231,0
0.004115,52,163014,14929,3534,0.031993,0.191659,0.059504,0.100162,0.124969,232,0
0.000522,54,127728,12096,4716,0.039468,0.181667,0.051362,0.090838,0.122189,226,0
0.054415,4,2430,0,1,0.01231,0.016033,0.019435,0.015712,0.083927,38,0
0.030839,52,157455,14057,3790,0.034203,0.190244,0.059217,0.096824,0.122727,213,0
0.002589,1,873,2,2,0.00402,0.009695,0.008444,0.01412,0.097338,42,0
0.005491,50,104145,11523,5472,0.043316,0.18344,0.049926,0.090197,0.125433,225,0
0.073614,54,143013,11786,4801,0.045057,0.198571,0.049835,0.103679,0.154308,209,0
0.049104,57,139299,12572,4130,0.047633,0.194988,0.045708,0.101647,0.154225,209,0
0.059918,52,107631,11744,3192,0.054623,0.195086,0.043029,0.097433,0.154138,204,0
0.060502,54,169611,13131,4785,0.046522,0.199009,0.049007,0.103479,0.154011,228,0
0.060824,57,114420,9618,5287,0.05294,0.190212,0.04168,0.095591,0.153353,198,0
0.0094,1,1284,6,6,0.011586,0.003364,0.011617,0.003394,0.028621,63,0
0.092471,54,138390,12009,4007,0.046355,0.199955,0.050703,0.102897,0.149376,180,0
0.03904,57,131271,13482,3666,0.048262,0.195011,0.043347,0.103401,0.159561,234,0
0.062466,9,1572,3,6,0.013527,0.014604,0.000714,0.001792,0.003334,180,0
0.007297,52,120993,11830,4726,0.049677,0.189505,0.043631,0.096197,0.151151,227,0
0.064437,54,165636,13828,4596,0.044396,0.197737,0.047928,0.105413,0.156561,239,0
0.071179,5,972,2,0,0.023491,0.028622,0.003542,0.001589,0.00314,143,0
0.035331,52,108366,11617,4258,0.050959,0.191179,0.04371,0.09651,0.154048,221,0
0.012569,1,759,3,4,0.001585,0.010992,0.012219,0.000359,0.005641,227,0
0.035417,55,160173,14933,3534,0.041754,0.201778,0.051129,0.108895,0.15899,228,0
0.040054,57,124887,12100,4716,0.049229,0.191786,0.042987,0.099571,0.15621,222,0
0.014883,1,411,4,1,0.022071,0.026152,0.01106,0.006979,0.049906,34,0
0.008693,55,154614,14061,3790,0.043964,0.200363,0.050842,0.105557,0.156748,209,0
0.036943,4,1968,2,2,0.005741,0.000424,0.000069,0.005387,0.063317,38,0
0.045023,53,101304,11527,5472,0.053077,0.193559,0.041551,0.09893,0.159454,221,0
0.02451,3,3714,786,671,0.002576,0.003583,0.004127,0.002032,0.000083,0,0
0.133532,2,35382,42,1609,0.009566,0.003485,0.006806,0.006246,0.00017,5,0
0.013112,0,26598,1345,16,0.001465,0.000438,0.000828,0.0002,0.000297,19,0
0.01279,3,28593,2168,486,0.007883,0.008359,0.008155,0.008088,0.000955,11,0
0.064214,53,141729,11780,4795,0.033471,0.195207,0.061452,0.100285,0.125687,146,0
0.018857,0,4623,223,794,0.001298,0.001384,0.000868,0.000782,0.004932,29,0
0.034574,3,11742,1696,1135,0.003205,0.00356,0.006488,0.000278,0.005253,25,0
0.011148,45,144585,11783,4795,0.03153,0.183967,0.050549,0.101887,0.157642,29,0
0.080911,2,22020,44,75,0.00462,0.009066,0.006204,0.007482,0.003157,18,0
0.009177,0,22623,2042,205,0.000661,0.000834,0.001907,0.001734,0.002253,30,0
0.002435,49,143985,11784,4801,0.021566,0.169949,0.046293,0.10209,0.157448,66,0
0.108945,2,34647,169,543,0.005902,0.007392,0.006125,0.007169,0.00026,12,0
0.086183,55,142254,11783,4797,0.043472,0.209563,0.062054,0.104038,0.159949,18,0
0.038197,1,17160,3147,1267,0.003303,0.003207,0.001294,0.005216,0.004682,19,0
0.03356,3,18126,314,85,0.004172,0.006785,0.006848,0.004108,0.001902,13,0
0.088497,55,143424,11782,4802,0.022986,0.172419,0.038775,0.110658,0.204214,175,0
0.064921,1,11601,2275,1011,0.001093,0.001792,0.001007,0.001878,0.00244,0,0
0.036671,50,144981,11784,4803,0.039316,0.198147,0.049766,0.109066,0.217625,171,0
0.028591,1,41709,259,671,0.00802,0.005012,0.008284,0.004749,0.005146,12,0
0.109022,5,31668,828,938,0.00699,0.000098,0.002679,0.004214,0.000087,5,0
0.011398,3,30312,559,655,0.001111,0.004021,0.003299,0.001832,0.000214,19,0
0.01172,0,24879,2954,1157,0.005307,0.004776,0.004028,0.006056,0.000872,11,0
0.039704,56,138015,12566,4124,0.036047,0.191624,0.057325,0.098253,0.125604,146,0
0.043367,3,909,563,123,0.001278,0.004967,0.004995,0.00125,0.004849,29,0
0.010064,0,8028,910,464,0.000629,0.000023,0.002361,0.001754,0.005336,25,0
0.013362,48,140871,12569,4124,0.034106,0.180384,0.046422,0.099855,0.157559,29,0
0.056401,5,18306,742,596,0.002044,0.005483,0.002077,0.00545,0.003074,18,0
0.015333,3,26337,1256,466,0.003237,0.002749,0.00222,0.003766,0.002336,30,0
0.022075,52,140271,12570,4130,0.024142,0.166366,0.042166,0.100058,0.157365,66,0
0.084435,5,30933,955,128,0.003326,0.003809,0.001998,0.005137,0.000177,12,0
0.061673,58,138540,12569,4126,0.046048,0.20598,0.057927,0.102006,0.159866,18,0
0.013687,2,20874,2361,596,0.005879,0.00679,0.005421,0.007248,0.004765,19,0
0.00905,0,14412,472,586,0.001596,0.003202,0.002721,0.002076,0.001985,13,0
0.063987,58,139710,12568,4131,0.025562,0.168836,0.034648,0.108626,0.204131,175,0
0.040411,2,15315,1489,340,0.003669,0.005375,0.005134,0.00391,0.002523,0,0
0.012161,53,141267,12570,4132,0.041892,0.194564,0.045639,0.107034,0.217542,171,0
0.004081,4,37995,1045,1342,0.005444,0.001429,0.004157,0.002717,0.005229,12,0
0.12042,2,61980,1387,1593,0.008101,0.003923,0.005978,0.006046,0.000127,24,0
0.120742,5,6789,2126,2095,0.001683,0.004874,0.001349,0.001842,0.000785,6,0
0.069318,51,106347,11738,3186,0.043037,0.191722,0.054646,0.094039,0.125517,141,0
0.152389,2,30759,265,815,0.008268,0.004869,0.007674,0.005464,0.004762,24,0
0.098958,5,23640,1738,474,0.006361,0.000075,0.000318,0.005968,0.005423,30,0
0.122384,43,109203,11741,3186,0.041096,0.180482,0.043743,0.095641,0.157472,24,0
0.052621,0,13362,86,1534,0.004946,0.005581,0.000602,0.001236,0.002987,23,0
0.124355,2,58005,2084,1404,0.010227,0.002651,0.004899,0.00798,0.002423,35,0
0.131097,47,108603,11742,3192,0.031132,0.166464,0.039487,0.095844,0.157278,61,0
0.024587,0,735,127,1066,0.003664,0.003907,0.000681,0.000923,0.00009,17,0
0.047349,53,106872,11741,3188,0.053038,0.206078,0.055248,0.097792,0.159779,23,0
0.095335,3,52542,3189,342,0.012869,0.006692,0.0081,0.011462,0.004852,24,0
0.099972,5,17256,356,1524,0.005394,0.0033,0.000042,0.002138,0.002072,18,0
0.045035,53,108042,11740,3193,0.032552,0.168934,0.031969,0.104412,0.204044,170,0
0.068611,3,46983,2317,598,0.010659,0.005277,0.007813,0.008124,0.00261,5,0
0.096861,48,109599,11742,3194,0.048882,0.194662,0.04296,0.10282,0.217455,166,0
0.104941,1,6327,217,2280,0.001546,0.001527,0.001478,0.001497,0.005316,17,0
0.000322,3,55191,3513,502,0.006418,0.008797,0.007327,0.007888,0.000658,30,0
0.051102,53,168327,13125,4779,0.034936,0.195645,0.060624,0.100085,0.12539,165,0
0.031969,0,31221,1122,778,0.000167,0.000946,0.001696,0.000582,0.004635,48,0
0.021462,3,38340,351,1119,0.00174,0.003998,0.00566,0.000078,0.00555,6,0
