entropy,gray level threshold,no of black pixels,no of interior contours,no of exterior contours,no vertical slope components,no horizontal slope components,no positive slope components,no negative slope components,slant,height,class
0.09273,51,48969,5218,1385,0.124255,0.041713,0.02094,0.103482,0.200225,78,0
0.103541,0,1758,2,0,0.004997,0.010216,0.010324,0.015544,0.029729,57,0
0.059058,46,31398,3075,2068,0.114678,0.049242,0.029258,0.094694,0.201852,79,0
0.121469,3,423,3,2,0.001274,0.010861,0.005352,0.004235,0.002851,60,0
0.104521,2,918,1,2,0.011277,0.005108,0.007889,0.001719,0.022721,47,0
0.047641,9,944,8,2,0.021655,0.01016,0.006233,0.005262,0.010135,36,0
0.010316,0,528,6,2,0.012761,0.016994,0.005164,0.009398,0.027161,22,0
0.035257,4,927,4,2,0.012124,0.006496,0.01002,0.008601,0.01033,37,0
0.077553,1,855,7,0,0.002485,0.007996,0.008407,0.013919,0.012839,87,0
0.015657,1,765,4,0,0.012901,0.00025,0.01225,0.0004,0.009969,29,0
0.058546,2,333,0,2,0.009804,0.009802,0.004093,0.004094,0.016942,32,0
0.034009,2,1200,9,1,0.000715,0.01641,0.004955,0.012171,0.016473,21,0
0.131652,3,1206,13,1,0.013326,0.018586,0.00104,0.006301,0.00825,28,0
0.123761,1,981,3,1,0.0173,0.007776,0.01855,0.009027,0.024553,38,0
0.108258,1,87,11,2,0.011454,0.002699,0.005681,0.014435,0.044299,17,0
0.013339,48,48399,5220,1386,0.117044,0.024022,0.028839,0.121862,0.234669,122,0
0.002528,3,1188,4,1,0.002214,0.007475,0.002425,0.002836,0.004715,13,0
0.047011,43,30828,3077,2069,0.107467,0.031551,0.037157,0.113074,0.236296,123,0
0.0154,0,993,5,1,0.005937,0.00683,0.013251,0.014145,0.037295,16,0
0.001548,5,348,1,1,0.018488,0.022799,0.015788,0.020099,0.057165,3,0
0.057957,9,416,2,0,0.034416,0.027154,0.011397,0.004136,0.037296,14,0
0.012384,13,1871,4,0,0.009531,0.016656,0.003787,0.003339,0.000195,73,0
0.029912,8,89,1,2,0.02414,0.018156,0.01464,0.008657,0.022974,123,0
0.063298,10,179,12,2,0.034556,0.01041,0.018483,0.005662,0.000166,7,0
0.010905,7,611,8,0,0.031459,0.019962,0.00214,0.009356,0.006807,4,0
0.013632,7,256,1,1,0.02094,0.02657,0.001278,0.006909,0.026608,15,0
0.084011,6,262,5,1,0.034981,0.028746,0.007273,0.001039,0.018385,64,0
0.07612,8,1925,11,1,0.038955,0.017936,0.024783,0.003765,0.034688,74,0
0.060617,10,1031,19,0,0.033109,0.012859,0.000552,0.019697,0.034164,53,0
0.034302,57,49343,5212,1388,0.095389,0.013862,0.035072,0.1166,0.244804,158,0
0.045113,6,2132,4,3,0.023869,0.017635,0.003808,0.002426,0.01485,23,0
0.00063,52,31772,3069,2071,0.085812,0.021391,0.04339,0.107812,0.246431,159,0
0.063041,9,49,3,1,0.027592,0.01699,0.019484,0.008883,0.04743,20,0
0.046093,4,1292,7,1,0.040143,0.032959,0.022021,0.014837,0.0673,33,0
0.045573,4,1455,2,0,0.024885,0.010498,0.015184,0.000797,0.037491,59,0
0.087869,1,327,1,2,0.010276,0.008998,0.003243,0.004521,0.014322,109,0
0.005341,1,237,10,2,0.00014,0.016744,0.007086,0.009798,0.03713,7,0
0.068862,2,195,6,0,0.002957,0.007192,0.009257,0.013492,0.044103,10,0
0.044325,2,672,3,1,0.013476,0.000584,0.010119,0.002773,0.010688,1,0
0.141968,3,678,7,1,0.000565,0.001592,0.004124,0.003097,0.018911,50,0
0.134077,1,1509,9,1,0.004539,0.009218,0.013386,0.000371,0.002608,60,0
0.118574,1,615,17,0,0.001307,0.014295,0.010845,0.023833,0.07146,39,0
0.023655,48,48927,5214,1388,0.129805,0.041016,0.023675,0.112464,0.207508,144,0
0.012844,3,1716,2,3,0.010547,0.009519,0.007589,0.006562,0.022446,9,0
0.057327,43,31356,3071,2071,0.120228,0.048545,0.031993,0.103676,0.209135,145,0
0.005084,0,465,1,1,0.006824,0.010164,0.008087,0.004747,0.010134,6,0
0.011864,5,876,5,1,0.005727,0.005805,0.010624,0.010701,0.030004,19,0
0.042296,5,1782,3,2,0.014609,0.0015,0.018427,0.005318,0.023169,50,0
0.050914,3,1692,8,2,0.025025,0.006246,0.02227,0.009001,0.000361,66,0
0.023289,6,1260,4,0,0.021928,0.003306,0.005927,0.012695,0.006612,69,0
0.001248,6,2127,5,1,0.011409,0.009914,0.005065,0.00357,0.026803,58,0
0.096395,7,2133,9,1,0.02545,0.01209,0.01106,0.0023,0.01858,9,0
0.088504,5,54,7,1,0.029424,0.00128,0.02857,0.000426,0.034883,1,0
0.073001,3,840,15,0,0.023578,0.003797,0.004339,0.023036,0.033969,20,0
0.021918,44,47472,5216,1388,0.10492,0.030518,0.038859,0.113261,0.244999,85,0
0.032729,7,261,0,3,0.014338,0.000979,0.007595,0.005765,0.015045,50,0
0.011754,39,29901,3073,2071,0.095343,0.038047,0.047177,0.104473,0.246626,86,0
0.050657,4,1920,1,1,0.018061,0.000334,0.023271,0.005544,0.047625,53,0
0.033709,9,579,3,1,0.030612,0.016303,0.025808,0.011498,0.067495,40,0
0.09321,2,90,11,0,0.010416,0.007746,0.003843,0.014319,0.022808,116,0
0.019007,1,522,7,2,0.007319,0.001806,0.0125,0.018013,0.029781,119,0
0.043544,1,345,2,1,0.0032,0.008414,0.013362,0.001748,0.003634,108,0
0.054099,2,351,6,1,0.010841,0.01059,0.007367,0.007618,0.004589,59,0
0.046208,0,1836,10,1,0.014815,0.00022,0.010143,0.004892,0.011714,49,0
0.030705,2,942,18,2,0.008969,0.005297,0.014088,0.028354,0.057138,70,0
0.064214,49,49254,5213,1386,0.119529,0.032018,0.020432,0.107943,0.22183,35,0
0.075025,2,2043,3,1,0.000271,0.000521,0.010832,0.011083,0.008124,100,0
0.030542,44,31683,3070,2069,0.109952,0.039547,0.02875,0.099155,0.223457,36,0
0.092953,1,138,2,1,0.003452,0.001166,0.004844,0.000226,0.024456,103,0
0.076005,4,1203,6,1,0.016003,0.014803,0.007381,0.00618,0.044326,90,0
0.074203,3,432,4,2,0.003097,0.009552,0.016343,0.003694,0.006973,3,0
0.049666,3,435,13,1,0.013616,0.01616,0.017205,0.012571,0.026442,8,0
0.147309,4,441,17,1,0.000425,0.018336,0.01121,0.006701,0.018219,57,0
0.139418,2,1746,1,1,0.004399,0.007526,0.0063,0.009427,0.034522,67,0
0.123915,0,852,7,2,0.001447,0.002449,0.017931,0.014035,0.03433,46,0
0.028996,47,49164,5224,1386,0.129945,0.024272,0.016589,0.122262,0.244638,151,0
0.018185,4,1953,8,1,0.010687,0.007225,0.014675,0.003236,0.014684,16,0
0.062668,42,31593,3081,2069,0.120368,0.031801,0.024907,0.113474,0.246265,152,0
0.000257,1,228,9,1,0.006964,0.00658,0.001001,0.014545,0.047264,13,0
0.017205,6,1113,5,1,0.005587,0.022549,0.003538,0.020499,0.067134,26,0
0.024537,0,867,9,1,0.010519,0.006608,0.000862,0.016265,0.033415,11,0
0.073106,1,873,13,1,0.003522,0.008784,0.005133,0.010395,0.025192,60,0
0.065215,1,1314,3,1,0.007496,0.002026,0.022643,0.013121,0.041495,70,0
0.049712,3,420,11,0,0.00165,0.007103,0.001588,0.010341,0.027357,49,0
0.045207,50,48732,5220,1388,0.126848,0.033824,0.032932,0.125956,0.251611,154,0
0.056018,1,1521,4,3,0.00759,0.002327,0.001668,0.00693,0.021657,19,0
0.011535,45,31161,3077,2071,0.117271,0.041353,0.04125,0.117168,0.253238,155,0
0.073946,2,660,5,1,0.003867,0.002972,0.017344,0.018239,0.054237,16,0
0.056998,3,681,1,1,0.008684,0.012997,0.019881,0.024193,0.074107,29,0
0.097643,1,6,4,0,0.014041,0.002176,0.005995,0.00587,0.008223,49,0
0.089752,1,2181,12,0,0.018015,0.008634,0.023505,0.003144,0.00808,59,0
0.074249,3,1287,20,1,0.012169,0.013711,0.000726,0.026606,0.060772,38,0
0.02067,50,49599,5211,1387,0.116329,0.040432,0.033794,0.109691,0.218196,143,0
0.031481,1,2388,5,2,0.002929,0.008935,0.00253,0.009335,0.011758,8,0
0.013002,45,32028,3068,2070,0.106752,0.047961,0.042112,0.100903,0.219823,144,0
0.049409,2,207,4,0,0.006652,0.00958,0.018206,0.001974,0.020822,5,0
0.032461,3,1548,8,0,0.019203,0.006389,0.020743,0.007928,0.040692,18,0
0.007891,2,2187,16,0,0.003974,0.01081,0.01751,0.002726,0.016303,10,0
0.023394,4,1293,24,1,0.001872,0.015887,0.006721,0.020736,0.052549,11,0
0.118313,51,49605,5207,1387,0.13037,0.042608,0.027799,0.115561,0.226419,94,0
0.129124,0,2394,9,2,0.011112,0.011111,0.003465,0.003465,0.003535,41,0
0.084641,46,32034,3064,2070,0.120793,0.050137,0.036117,0.106773,0.228046,95,0
0.147052,3,213,8,0,0.007389,0.011756,0.012211,0.007844,0.029045,44,0
0.130104,2,1554,12,0,0.005162,0.004213,0.014748,0.013798,0.048915,31,0
0.015503,2,894,8,1,0.005846,0.005077,0.024231,0.023462,0.068852,21,0
0.110422,49,47418,5223,1387,0.134344,0.031798,0.010289,0.112835,0.210116,84,0
0.121233,2,207,7,2,0.015086,0.000301,0.020975,0.006191,0.019838,51,0
0.07675,44,29847,3080,2070,0.124767,0.039327,0.018607,0.104047,0.211743,85,0
0.139161,1,1974,8,0,0.011363,0.000946,0.005299,0.005118,0.012742,54,0
0.122213,4,633,4,0,0.001188,0.015023,0.002762,0.011072,0.032612,41,0
0.094919,47,48312,5231,1388,0.128498,0.026721,0.03452,0.136297,0.278968,105,0
0.10573,4,1101,15,3,0.00924,0.004776,0.003256,0.017271,0.049014,30,0
0.061247,42,30741,3088,2071,0.118921,0.03425,0.042838,0.127509,0.280595,106,0
0.123658,1,1080,16,1,0.005517,0.004131,0.018932,0.02858,0.081594,33,0
0.10671,6,261,12,1,0.007034,0.0201,0.021469,0.034534,0.101464,20,0
0.010811,51,47211,5216,1385,0.119258,0.031497,0.031264,0.119026,0.229954,135,0
0.033672,5,17571,2143,683,0.009577,0.007529,0.008318,0.008788,0.001627,1,0
0.028739,48,49392,5215,1387,0.122981,0.030852,0.015588,0.107717,0.197374,138,0
0.011791,53,48051,5219,1387,0.135532,0.046821,0.013051,0.101763,0.177504,125,0
0.044483,46,29640,3073,2068,0.109681,0.039026,0.039582,0.110238,0.231581,136,0
0.017928,3,2181,1,2,0.003723,0.000645,0.015676,0.011309,0.03258,3,0
0.00098,2,840,3,2,0.016274,0.015324,0.018213,0.017263,0.05245,10,0
0.062411,43,31821,3072,2070,0.113404,0.038381,0.023906,0.098929,0.199001,139,0
0.045463,48,30480,3076,2070,0.125955,0.05435,0.021369,0.092975,0.179131,126,0
0.016948,5,1341,4,0,0.012551,0.015969,0.002537,0.005954,0.01987,13,0
0.020982,2,24,1,15,0.006319,0.015708,0.001479,0.010867,0.051649,16,0
0.128105,4,453,2,14,0.006502,0.007873,0.005087,0.019461,0.067806,6,0
0.085028,7,408,1,3,0.023665,0.014117,0.007277,0.002272,0.015927,28,0
0.174148,5,861,5,11,0.027065,0.02538,0.007852,0.006167,0.014914,46,0
0.084158,8,1365,12,11,0.005681,0.011258,0.00797,0.013547,0.028767,6,0
0.175897,1,1089,3,14,0.021074,0.009244,0.018311,0.006481,0.048784,0,0
0.17091,1,453,1,13,0.025892,0.019365,0.012685,0.006157,0.066967,13,0
0.09177,4,420,6,10,0.013726,0.015929,0.007771,0.009973,0.029547,8,0
0.189301,1,513,12,13,0.029723,0.034631,0.013099,0.008192,0.044428,28,0
0.141345,6,1434,3,14,0.000892,0.016224,0.001621,0.01371,0.017829,23,0
0.049666,2,1005,12,10,0.010912,0.003661,0.007542,0.00029,0.01634,18,0
0.133286,1,1875,6,15,0.001385,0.00937,0.009222,0.001238,0.004911,21,0
0.182338,17,435,6,4,0.016262,0.011651,0.00393,0.008542,0.028587,21,0
0.159675,58,50238,5258,1207,0.096493,0.015314,0.052034,0.059774,0.019608,128,0
0.116538,1,2067,3,14,0.022952,0.003921,0.010978,0.037851,0.085318,1,0
0.04337,4,357,3,16,0.006826,0.003748,0.003396,0.006473,0.028527,16,0
0.068093,4,1569,4,11,0.016446,0.017078,0.000693,0.001325,0.012968,16,0
0.019708,1,111,5,17,0.023029,0.015508,0.017131,0.00961,0.032159,50,0
0.036806,4,318,2,14,0.017478,0.008673,0.013453,0.004648,0.037822,0,0
0.016045,1,885,3,11,0.013905,0.00692,0.013745,0.007078,0.009765,9,0
0.005535,3,1314,5,10,0.021933,0.02933,0.01609,0.008694,0.050073,24,0
0.023517,1,1302,5,4,0.014947,0.020241,0.018562,0.013268,0.059177,6,0
0.101545,5,909,1,13,0.049354,0.054711,0.010906,0.016262,0.058615,30,0
0.107123,2,429,1,1,0.012821,0.007835,0.003608,0.008594,0.016157,10,0
0.064046,9,384,2,12,0.017346,0.001591,0.005798,0.013139,0.067576,44,0
0.153166,3,837,4,4,0.020746,0.009672,0.006373,0.0047,0.036735,62,0
0.063176,6,1341,11,4,0.000638,0.00445,0.006491,0.00268,0.022882,22,0
0.154915,1,1065,2,1,0.014755,0.006464,0.016832,0.004386,0.002865,16,0
0.149928,1,429,0,2,0.019573,0.003657,0.011206,0.00471,0.015318,3,0
0.070788,2,444,5,5,0.007407,0.000221,0.006292,0.000894,0.022102,8,0
0.168319,3,537,11,2,0.023404,0.018923,0.014578,0.019059,0.096077,12,0
0.120363,8,1410,2,1,0.005427,0.000516,0.0031,0.002843,0.03382,7,0
0.070648,0,1029,13,5,0.004593,0.012047,0.006063,0.010577,0.035309,2,0
0.112304,3,1851,5,0,0.004934,0.006338,0.010701,0.012105,0.046738,5,0
0.161356,19,411,5,11,0.009943,0.004057,0.005409,0.019409,0.080236,5,0
0.138693,56,50262,5259,1222,0.090174,0.031022,0.050555,0.070641,0.071257,144,0
0.095556,1,2043,4,1,0.029271,0.011787,0.009499,0.026984,0.033669,15,0
0.022388,6,333,4,1,0.013145,0.019456,0.001917,0.004394,0.023122,0,0
0.047111,2,1593,5,4,0.010127,0.00137,0.000786,0.009542,0.038681,32,0
0.001274,1,135,4,2,0.01671,0.0002,0.015652,0.001257,0.01949,66,0
0.057788,2,294,1,1,0.011159,0.007035,0.011974,0.006219,0.013827,16,0
0.004937,3,909,2,4,0.020224,0.008788,0.015224,0.003789,0.061414,7,0
0.015447,5,1338,4,5,0.015614,0.013622,0.017569,0.019561,0.101722,8,0
0.044499,1,1326,6,11,0.008628,0.004533,0.020041,0.024135,0.110826,22,0
0.080563,7,885,0,2,0.043035,0.039003,0.009427,0.005395,0.006966,14,0
0.043077,11,45,3,11,0.030167,0.006244,0.00219,0.021733,0.083733,34,0
0.046043,1,408,3,3,0.033567,0.017507,0.002765,0.013294,0.052892,52,0
0.043947,4,912,10,3,0.012183,0.003385,0.002883,0.005914,0.039039,12,0
0.047792,3,636,1,0,0.027576,0.001371,0.013224,0.01298,0.019022,6,0
0.042805,3,0,1,1,0.032394,0.011492,0.007598,0.013304,0.000839,7,0
0.036335,0,873,4,4,0.020228,0.008056,0.002684,0.009488,0.038259,2,0
0.061196,5,966,10,1,0.036225,0.026758,0.018186,0.027653,0.112234,22,0
0.01324,10,981,1,0,0.007394,0.008351,0.006708,0.005751,0.049977,17,0
0.177771,2,1458,14,4,0.017414,0.004212,0.002455,0.019171,0.051466,12,0
0.005181,5,1422,4,1,0.007887,0.001497,0.014309,0.020699,0.062895,15,0
0.054233,21,18,4,10,0.022764,0.003778,0.009017,0.028003,0.096393,15,0
0.03157,54,50691,5260,1221,0.102995,0.023187,0.046947,0.079235,0.087414,134,0
0.011567,3,1614,5,0,0.01645,0.003952,0.005891,0.01839,0.017512,5,0
0.084735,8,96,5,2,0.000324,0.011621,0.001691,0.012988,0.039279,10,0
0.060012,0,2022,6,3,0.022948,0.009205,0.004394,0.018136,0.054838,22,0
0.108397,3,564,3,3,0.029531,0.007635,0.012044,0.009851,0.035647,56,0
0.164911,0,135,0,0,0.02398,0.0008,0.008366,0.014813,0.029984,6,0
0.11206,5,1338,1,3,0.007403,0.000953,0.018832,0.012383,0.077571,3,0
0.12257,7,1767,3,4,0.028435,0.021457,0.021177,0.028155,0.117879,18,0
0.151622,3,1755,7,10,0.021449,0.012368,0.023649,0.032729,0.126983,12,0
0.02656,9,456,1,1,0.055856,0.046838,0.005819,0.003199,0.009191,24,0
0.08912,12,453,6,8,0.0034,0.011263,0.000575,0.008439,0.030841,18,0
0.00087,15,957,13,8,0.017984,0.002859,0.000693,0.015819,0.044694,22,0
0.090869,8,681,4,11,0.002591,0.004873,0.011034,0.008753,0.064711,28,0
0.085882,8,45,2,10,0.002227,0.005248,0.005408,0.008429,0.082894,41,0
0.006742,11,828,7,7,0.009939,0.001812,0.000494,0.012245,0.045474,36,0
0.104273,6,921,13,10,0.006058,0.020514,0.020376,0.00592,0.028501,56,0
0.056317,1,1026,4,11,0.022773,0.002107,0.008898,0.015982,0.033756,51,0
0.134694,9,1413,11,7,0.012753,0.010456,0.000265,0.002562,0.032267,46,0
0.048258,6,1467,7,12,0.02228,0.004747,0.016499,0.001034,0.020838,49,0
0.09731,10,27,7,1,0.007403,0.002466,0.011207,0.00627,0.01266,49,0
0.074647,65,50646,5257,1210,0.072828,0.029431,0.044757,0.057502,0.003681,100,0
0.03151,8,1659,2,11,0.046617,0.010196,0.003701,0.040123,0.101245,29,0
0.041658,3,51,2,13,0.030491,0.017865,0.003881,0.008745,0.044454,44,0
0.016935,11,1977,3,8,0.007219,0.002961,0.006584,0.003597,0.028895,12,0
0.06532,8,519,6,14,0.000636,0.001391,0.009854,0.011882,0.048086,22,0
0.121834,11,90,3,11,0.006187,0.005444,0.006176,0.00692,0.053749,28,0
0.068983,6,1293,4,8,0.03757,0.007197,0.021022,0.00935,0.006162,37,0
0.079493,4,1722,6,7,0.001732,0.015213,0.023367,0.006422,0.034146,52,0
0.108545,8,1710,4,1,0.008718,0.006124,0.025839,0.010996,0.04325,22,0
0.016517,2,501,2,10,0.025689,0.040594,0.003629,0.018534,0.074542,58,0
0.08999,3,504,7,0,0.021384,0.014122,0.000118,0.00738,0.013853,40,0
0.001749,4,228,2,3,0.005991,0.016136,0.010459,0.000314,0.03387,46,0
0.003238,4,408,4,2,0.001173,0.006015,0.004833,1.00E-05,0.052053,59,0
0.082378,1,1281,1,1,0.013339,0.009451,8.10E-05,0.003806,0.014633,54,0
0.015153,6,1374,7,2,0.002658,0.009251,0.020951,0.014359,0.059342,74,0
0.032803,11,573,2,3,0.026173,0.009156,0.009473,0.007543,0.002915,69,0
0.223814,3,1866,17,1,0.016153,0.021719,0.00031,0.005877,0.001426,64,0
0.040862,6,1014,1,4,0.02568,0.01601,0.017074,0.007405,0.010003,67,0
0.00819,22,426,1,7,0.010803,0.013729,0.011782,0.014709,0.043501,67,0
0.014473,53,51099,5263,1218,0.069428,0.040694,0.044182,0.065941,0.034522,82,0
0.05761,4,1206,8,3,0.050017,0.021459,0.003126,0.031684,0.070404,47,0
0.130778,9,504,8,5,0.033891,0.029128,0.004456,0.000306,0.013613,62,0
0.106055,1,2430,9,0,0.010619,0.008302,0.007159,0.004842,0.001946,30,0
0.15444,4,972,0,6,0.004036,0.009872,0.009279,0.003443,0.017245,4,0
0.210954,1,543,3,3,0.009587,0.016707,0.005601,0.001519,0.022908,46,0
0.158103,6,1746,2,0,0.04097,0.01846,0.021597,0.000911,0.024679,55,0
0.168613,8,2175,0,1,0.005132,0.00395,0.023942,0.014861,0.064987,70,0
0.197665,4,2163,10,7,0.012118,0.005139,0.026414,0.019435,0.074091,40,0
0.072603,10,48,4,2,0.022289,0.029331,0.003054,0.010095,0.043701,76,0
0.091739,7,276,9,3,0.015393,0.002014,0.010341,0.007066,0.020017,6,0
0.086752,7,912,11,2,0.020211,0.008107,0.004715,0.00739,0.0382,19,0
0.007612,4,1785,6,1,0.008045,0.004671,0.000199,0.003574,0.00078,14,0
0.105143,9,1878,0,2,0.024042,0.023373,0.021069,0.021739,0.073195,34,0
0.057187,14,69,9,3,0.004789,0.004966,0.009591,0.000163,0.010938,29,0
0.133824,6,2370,24,1,0.005231,0.007597,0.000428,0.013257,0.012427,24,0
0.049128,9,510,6,4,0.004296,0.001888,0.017192,0.014785,0.023856,27,0
0.09818,25,930,6,7,0.010581,0.000393,0.0119,0.022089,0.057354,27,0
0.075517,50,51603,5270,1218,0.090812,0.026572,0.044064,0.073321,0.048375,122,0
0.03238,7,702,15,3,0.028633,0.007337,0.003008,0.024304,0.056551,7,0
0.040788,12,1008,15,5,0.012507,0.015006,0.004574,0.007074,0.00024,22,0
0.016065,4,2934,16,0,0.010765,0.00582,0.007277,0.012222,0.015799,10,0
0.06445,7,1476,7,6,0.017348,0.00425,0.009161,0.003937,0.003392,44,0
0.120964,4,1047,10,3,0.011797,0.002585,0.005483,0.008899,0.009055,6,0
0.068113,9,2250,9,0,0.019586,0.004338,0.021715,0.006469,0.038532,15,0
0.078623,11,2679,7,1,0.016252,0.018072,0.02406,0.022241,0.07884,30,0
0.107675,7,2667,17,7,0.009266,0.008983,0.026532,0.026815,0.087944,0,0
0.017387,13,456,11,2,0.043673,0.043453,0.002936,0.002715,0.029848,36,0
0.004987,0,636,2,1,0.004818,0.010121,0.005626,0.000324,0.018183,13,0
0.084127,3,1509,3,4,0.007348,0.006685,0.01054,0.003492,0.019237,8,0
0.013404,2,1602,9,1,0.008649,0.025387,0.03141,0.014673,0.093212,28,0
0.034552,7,345,0,0,0.020182,0.00698,0.019932,0.007229,0.030955,23,0
0.225563,1,2094,15,4,0.010162,0.005583,0.010769,0.006191,0.032444,18,0
0.042611,2,786,3,1,0.019689,0.000126,0.027533,0.007719,0.043873,21,0
0.006441,18,654,3,10,0.004812,0.002407,0.022241,0.015023,0.077371,21,0
0.016222,57,51327,5261,1221,0.075419,0.024558,0.033723,0.066255,0.068392,128,0
0.059359,0,978,6,0,0.044026,0.005323,0.007333,0.03137,0.036534,1,0
0.132527,5,732,6,2,0.0279,0.012992,0.014915,8.00E-06,0.020257,16,0
0.107804,3,2658,7,3,0.004628,0.007834,0.017618,0.005156,0.035816,16,0
0.156189,0,1200,2,3,0.001955,0.006264,0.00118,0.003129,0.016625,50,0
0.212703,3,771,1,0,0.003596,0.000571,0.004858,0.001833,0.010962,0,0
0.159852,2,1974,0,3,0.034979,0.002324,0.032056,0.000597,0.058549,9,0
0.170362,4,2403,2,4,0.000859,0.020086,0.034401,0.015175,0.098857,24,0
0.199414,0,2391,8,10,0.006127,0.010997,0.036873,0.019749,0.107961,6,0
0.074352,6,180,2,1,0.02828,0.045467,0.007405,0.009781,0.009831,30,0
0.07914,3,873,5,3,0.012166,0.003436,0.004914,0.003816,0.03742,5,0
0.018391,2,966,11,0,0.003831,0.015266,0.025784,0.014349,0.111395,15,0
0.029565,7,981,2,1,0.025,0.003141,0.014306,0.007553,0.049138,10,0
0.220576,1,1458,13,3,0.01498,0.015704,0.005143,0.005867,0.050627,5,0
0.037624,2,1422,5,2,0.024507,0.009995,0.021907,0.007395,0.062056,8,0
0.011428,18,18,5,9,0.00963,0.007714,0.016615,0.014699,0.095554,8,0
0.011235,57,50691,5259,1220,0.070601,0.034679,0.039349,0.065931,0.086575,141,0
0.054372,0,1614,4,1,0.048844,0.015444,0.001707,0.031694,0.018351,12,0
0.12754,5,96,4,3,0.032718,0.023113,0.009289,0.000316,0.03844,3,0
0.102817,3,2022,5,2,0.009446,0.002287,0.011992,0.004832,0.053999,29,0
0.151202,0,564,4,4,0.002863,0.003857,0.004446,0.003453,0.034808,63,0
0.207716,3,135,1,1,0.008414,0.010692,0.000768,0.001509,0.029145,13,0
0.154865,2,1338,2,2,0.039797,0.012445,0.02643,0.000921,0.076732,4,0
0.165375,4,1767,4,3,0.003959,0.009965,0.028775,0.014851,0.11704,11,0
0.194427,0,1755,6,9,0.010945,0.000876,0.031247,0.019425,0.126144,19,0
0.069365,6,456,0,0,0.023462,0.035346,0.001779,0.010105,0.008352,17,0
0.097531,5,93,6,3,0.015997,0.018702,0.02087,0.018165,0.073975,20,0
0.049575,10,1854,3,4,0.012834,0.000295,0.009392,0.003737,0.011718,15,0
0.141436,2,585,18,0,0.002814,0.012268,0.000229,0.009683,0.013207,10,0
0.041516,5,2295,0,5,0.012341,0.006559,0.016993,0.011211,0.024636,13,0
0.090568,21,855,0,6,0.002536,0.004278,0.011701,0.018515,0.058134,13,0
0.067905,54,49818,5264,1217,0.082767,0.031243,0.044263,0.069747,0.049155,136,0
0.024768,3,2487,9,4,0.036678,0.012008,0.003207,0.027878,0.055771,7,0
0.0484,8,777,9,6,0.020552,0.019677,0.004375,0.0035,0.00102,8,0
0.023677,0,1149,10,1,0.00272,0.001149,0.007078,0.008648,0.016579,24,0
0.072062,3,309,1,7,0.009303,0.000421,0.00936,0.000363,0.002612,58,0
0.128576,0,738,4,4,0.003752,0.007256,0.005682,0.005325,0.008275,8,0
0.075725,5,465,3,1,0.027631,0.009009,0.021516,0.002895,0.039312,1,0
0.086235,7,894,1,0,0.008207,0.013401,0.023861,0.018667,0.07962,16,0
0.115287,3,882,11,6,0.001221,0.004312,0.026333,0.023241,0.088724,14,0
0.009775,9,1329,5,3,0.035628,0.038782,0.003135,0.006289,0.029068,22,0
0.047956,5,1947,9,1,0.028831,0.018407,0.011478,0.021902,0.062257,5,0
0.238967,3,492,24,3,0.018811,0.03097,0.020641,0.008482,0.060768,10,0
0.056015,0,2388,6,2,0.028338,0.025261,0.003877,0.006954,0.049339,7,0
0.006963,16,948,6,9,0.013461,0.02298,0.009169,0.00035,0.015841,7,0
0.029626,59,49725,5270,1220,0.06677,0.049945,0.065133,0.051582,0.02482,156,0
0.072763,2,2580,15,1,0.052675,0.03071,0.024077,0.046043,0.129746,27,0
0.145931,3,870,15,3,0.036549,0.038379,0.016495,0.014665,0.072955,12,0
0.121208,5,1056,16,2,0.013277,0.017553,0.013792,0.009517,0.057396,44,0
0.169593,2,402,7,4,0.006694,0.019123,0.03023,0.017802,0.076587,78,0
0.226107,5,831,10,1,0.012245,0.025958,0.026552,0.01284,0.08225,28,0
0.173256,0,372,9,2,0.043628,0.027711,0.000646,0.01527,0.034663,19,0
0.183766,2,801,7,3,0.00779,0.005301,0.002991,0.000502,0.005645,4,0
0.212818,2,789,17,9,0.014776,0.01439,0.005463,0.005076,0.014749,34,0
0.087756,4,1422,11,0,0.019631,0.02008,0.024005,0.024454,0.103043,2,0
0.191011,8,2439,15,4,0.01002,0.012563,0.009163,0.01342,0.001489,5,0
0.008059,5,441,3,1,0.000493,0.006854,0.007601,0.014948,0.012918,2,0
0.040993,11,999,3,10,0.01537,0.004573,0.002309,0.022252,0.046416,2,0
0.01833,64,51672,5261,1221,0.095601,0.031538,0.053655,0.073484,0.037437,151,0
0.024807,7,633,6,0,0.023844,0.012303,0.012599,0.024141,0.067489,22,0
0.097975,2,1077,6,2,0.007718,0.019972,0.005017,0.007237,0.010698,7,0
0.073252,10,3003,7,3,0.015554,0.000854,0.002314,0.012385,0.004861,39,0
0.121637,7,1545,2,3,0.022137,0.000716,0.018752,0.0041,0.01433,73,0
0.178151,10,1116,1,0,0.016586,0.007551,0.015074,0.009062,0.019993,23,0
0.1253,5,2319,0,3,0.014797,0.009304,0.012124,0.006632,0.027594,14,0
0.13581,3,2748,2,4,0.021041,0.013106,0.014469,0.022404,0.067902,1,0
0.164862,7,2736,8,10,0.014055,0.004017,0.016941,0.026978,0.077006,29,0
0.0398,1,525,2,1,0.048462,0.038487,0.012527,0.002552,0.040786,7,0
0.182952,3,2880,18,5,0.009527,0.005709,0.016764,0.001528,0.011429,3,0
0.232004,19,1440,18,6,0.00535,0.00799,0.011472,0.008832,0.044927,3,0
